genex	geney	idx	idy	r
Ostgamma	rush	13_N23	18_G9	0.6187364661960466
CG7483	Ostgamma	16_K2	13_N23	0.6045913216532776
Ostgamma	TER94	13_N23	03_G22	0.5980021836028983
CG3430	Ote	04_D23	12_K11	0.43556609660201595
Ote	Tret1-1	12_K11	04_J2	0.4153900439584542
OtopLb	Su(var)3-7	04_F19	12_N20	0.4060691550297139
Coa7	OtopLb	11_O15	04_F19	0.39586261449353405
OtopLb	Rbfox1	04_F19	19_E13	0.3853536835599782
OtopLc	RapGAP1	06_B23	19_A1	0.44070456184511947
OtopLc	Psn	06_B23	19_I23	0.4326520764638844
otu	SH3PX1	17_I9	13_K18	0.3634164232543083
grp	otu	18_G7	17_I9	0.3557778924222675
otu	Sra-1	17_I9	03_G20	0.35239955107367005
ouib	Smurf	01_F3	13_J19	0.3943352886334537
5-HT1B	ouib	19_A11	01_F3	0.3776160743301866
CG10887	out	17_B2	05_O6	0.44642002529933716
out	uzip	05_O6	18_D3	0.4189713541993481
Ance-5	out	17_A3	05_O6	0.4102596241608651
Or22b	ova	15_E7	13_C19	0.37789263763650177
Caf1-180	ova	18_E13	13_C19	0.3723573531042251
Gpdh1	ova	17_K3	13_C19	0.36501660122558827
corto	ovm	12_L24	05_L17	0.4736582357721177
mRpL46	ox	05_D12	12_K12	0.5994881342352928
mRpL22	ox	09_I10	12_K12	0.5441874142558402
ATPsynB	ox	03_L11	12_K12	0.5298030663182016
CG32797	oxt	14_C9	17_M15	0.4192461148839927
oxt	SmydA-8	17_M15	01_I10	0.4043621245528681
CG12479	oys	13_P1	09_A13	0.40138056269312933
IM3	oys	04_J17	09_A13	0.374469470097882
CG33752	oys	12_O9	09_A13	0.3719087081891287
EloC	p115	10_H24	17_N17	0.5338212126973882
CG2201	p115	06_N5	17_N17	0.5244038919510525
p115	Rpn5	17_N17	18_E1	0.4770609131321446
DPCoAC	p130CAS	04_B16	08_P14	0.42784611701442093
CG7943	p130CAS	08_M20	08_P14	0.4249528616374107
p130CAS	Vha100-2	08_P14	08_C16	0.41691794654018777
CG17387	p23	05_H2	03_C13	0.42685297556564333
lectin-24Db	p23	03_C22	03_C13	0.4236446938799282
Fmo-2	P32	06_J1	06_J3	0.3808527886931812
Als2	P32	17_O13	06_J3	0.37375404463841233
CG41561	p38a	05_G16	01_C14	0.4299287058611824
CG30486	p38a	01_B20	01_C14	0.40430393613436943
CG10948	p38a	01_C18	01_C14	0.39826819245201894
p47	rst	05_O17	03_P21	0.4973213805444841
BoYb	p47	10_P23	05_O17	0.4753684041247337
p53	shop	13_N14	06_B15	0.4087481042644959
KFase	p53	18_D20	13_N14	0.39557395982246807
mRpS35	P58IPK	19_G5	11_L1	0.3992212359479163
P5CDh2	sing	15_E11	08_G24	0.4103508322184068
P5cr-2	scrib	02_M23	10_L11	0.48946256381150977
CG32040	P5cr-2	15_F13	02_M23	0.38743762738362036
CG7409	Pa1	19_M13	17_J16	0.3228956776948167
CG13667	Pa1	03_G16	17_J16	0.313142031846724
Edc3	Pa1	07_N8	17_J16	0.3102471783096677
Pabp2	Phf5a	03_N23	01_C8	0.498882994335134
Pabp2	SA	03_N23	13_P24	0.4709873947754832
hfp	Pabp2	06_J6	03_N23	0.4674236541899372
CG31705	pAbp	07_J13	14_I9	0.5774134287492261
pAbp	RpL24	14_I9	16_C6	0.5658954393989526
pAbp	RpS14b	14_I9	12_L19	0.5555470253602708
Paip2	p	05_F12	02_I15	0.39058738748064187
Paip2	sad	05_F12	16_G17	0.3526487642540974
Pak3	PIP4K	03_G9	06_D14	0.5572203071531371
Ack	Pak3	13_M18	03_G9	0.5442885541760156
Pak3	Rab35	03_G9	11_H6	0.5337624095079678
Pal1	Zip99C	01_F15	08_K22	0.4172066182286043
Moe	pall	08_G9	18_H4	0.3866408098165464
pall	TwdlH	18_H4	17_B9	0.37902868924496946
ball	pall	02_K20	18_H4	0.3575154320178953
PAN2	Sec71	19_J16	19_G15	0.5430874368886627
PAN2	RhoGAPp190	19_J16	16_H2	0.49366907898499357
Axn	pan	19_B23	02_C16	0.4655176204763169
pan	Shark	02_C16	08_A6	0.46266947941506376
CG34316	papi	16_D6	09_D7	0.39897934154141956
Nepl17	papi	09_H9	09_D7	0.3744435113015564
CG1824	PAPLA1	17_I7	16_P23	0.7172272753657144
CG15343	PAPLA1	16_P21	16_P23	0.6865051561216262
CIAPIN1	PAPLA1	16_P19	16_P23	0.6678674460025634
Papst2	SC35	05_K11	07_I5	0.40491357742413775
kdn	Papst2	01_C12	05_K11	0.39084437028762925
Papst2	row	05_K11	17_D12	0.3902526093633809
ND-B14.5B	para	14_G2	09_C7	0.38940649400876653
Cdc42	para	09_G6	09_C7	0.3472563180965762
Parg	wapl	07_C7	06_P2	0.4166723431063582
CG11590	Parg	08_J19	07_C7	0.3889860523668447
CG18528	Parg	15_O1	07_C7	0.3838700183166824
CG7252	park	08_F10	10_D23	0.37496087797248845
Adgf-B	park	16_M23	10_D23	0.3680676208624916
parvin	RtGEF	15_I13	09_J20	0.4524618858813194
eIF4H2	parvin	01_G14	15_I13	0.443375067715744
CG1824	pasha	17_I7	09_D5	0.48492078531344474
CG13155	pasha	07_O14	09_D5	0.48006436555742
PAPLA1	pasha	16_P23	09_D5	0.4707918405084963
fax	pasi2	11_B1	13_A20	0.42129786094502053
pasi2	unc-13	13_A20	11_B15	0.4135889337968444
Cpr64Ac	Pask	17_E5	12_B11	0.4012564833040767
CG1542	Pask	10_O10	12_B11	0.33751784725523215
Cyp313a3	Pask	05_K12	12_B11	0.33626544473089676
ms(2)35Ci	Pat1	03_H9	07_I23	0.3868604082201672
Myo31DF	Pat1	18_K3	07_I23	0.3754978246247429
CG6023	Patj	04_E15	12_N7	0.446037448545216
CG5861	Patj	05_H6	12_N7	0.3976658467592888
edl	Patr-1	11_I3	03_M15	0.4305349882162842
Patr-1	tral	03_M15	13_F1	0.4215684894734327
Myb	Patronin	19_H9	19_L14	0.4184378277062369
Patsas	Pgam5	05_I13	17_H23	0.37335943952161
f	Patsas	03_J14	05_I13	0.3586658566950802
CG8578	Patsas	02_K14	05_I13	0.35792388035906075
pav	scra	18_O1	14_C1	0.7317410849752805
pav	sqh	18_O1	18_C10	0.618795625132462
Incenp	pav	07_D14	18_O1	0.6096417149167804
-	Pax	03_O13	16_J20	0.36361853649795167
CG4928	Pax	02_K15	16_J20	0.3607986598442155
Pax	rst	16_J20	03_P21	0.3526885602157163
flr	Pbgs	02_A13	05_C13	0.46880291968235566
Pbgs	PpN58A	05_C13	01_F17	0.46606065261711005
pbl	sqh	13_F13	18_C10	0.5989622200274125
Bx42	pbl	10_N2	13_F13	0.5927225520125742
CG6878	pb	03_O18	08_O11	0.44414994087453924
Nlg4	pb	04_P4	08_O11	0.4096250005929282
Pbp49	snoRNA:Me28S-U1688	15_D8	03_D11	0.3655021992949906
IFT46	Pburs	08_I11	07_G16	0.35983953646165484
Bacc	Pburs	13_E20	07_G16	0.358957727293705
MED17	PCB	13_D5	04_J5	0.41703427821115074
PCB	sti	04_J5	18_O13	0.390701556986415
MED27	PCB	09_O12	04_J5	0.3841949000449559
lectin-37Db	Pcd	14_J2	19_A15	0.5369180819150582
dup	Pcf11	17_E20	14_G24	0.5636495057833676
Pcf11	stg	14_G24	06_N6	0.5493407239988836
5-HT1B	Pcf11	19_A11	14_G24	0.5216107876140209
pch2	Tret1-1	13_G18	04_J2	0.6416502805594815
pch2	spidey	13_G18	03_L17	0.47632462966702543
pch2	Scm	13_G18	10_J20	0.47500936217643475
Nup205	PCID2	03_E11	09_C3	0.48147948313999317
PCID2	Sem1	09_C3	13_E17	0.40364346322366496
PCID2	slp2	09_C3	16_L14	0.4018462219156303
Pcmt	spz6	01_E12	04_N17	0.4095767052568743
Pcmt	Taf11	01_E12	09_D20	0.40623875518826286
Elk	Pcmt	02_K13	01_E12	0.3797053242100432
AMPKalpha	PCNA	09_L15	18_I7	0.6284769423087538
PCNA	RpII215	18_I7	13_F19	0.625028730715745
PCNA	sti	18_I7	18_O13	0.6086762206647678
CG4587	Pc	02_N2	07_D22	0.40339314215847494
Pc	Tbp	07_D22	09_D10	0.39803807340749214
pcs	v	06_O5	11_H17	0.3977008539094434
corto	pcs	12_L24	06_O5	0.37722811006750634
Gclm	pcs	09_J16	06_O5	0.3747687647240667
Ndc1	Pcyt1	03_P3	03_N13	0.5135554666617407
msps	Pcyt1	09_K12	03_N13	0.49919882231198653
Pdcd4	Zip99C	13_M20	08_K22	0.4062466372715506
Klp68D	Pde11	18_F6	04_B14	0.4253837589392833
Pde11	Tsp42Ej	04_B14	04_C13	0.39564940626842016
beat-IIIc	Pde11	11_L24	04_B14	0.3838874157700695
LysS	pdgy	11_H4	15_F14	0.48568409625048736
N	pdgy	18_E18	15_F14	0.4839333968955321
CG34316	pdgy	16_D6	15_F14	0.45585441981220404
ND-23	Pdha	08_I15	16_C2	0.4637261365809173
CG12547	Pdha	16_A20	16_C2	0.39740203467970503
Pdk1	S6k	08_B14	13_J17	0.7103315970505552
CG14977	Pdk1	18_N11	08_B14	0.6286844795760888
Pdk1	RagC-D	08_B14	12_J15	0.6283739497375539
CG9953	Pdk	16_F22	06_J8	0.4254447604840802
CG3077	Pdk	17_K13	06_J8	0.4205131221348542
CG12848	pdm3	01_P20	17_L12	0.38382239602600876
mRpL4	pdm3	03_A4	17_L12	0.37700316838492126
Pdrg1	Snoo	11_C10	03_M20	0.4652254928978348
Ndf	pds5	01_A7	17_C6	0.41890949360235047
CG33217	pds5	01_P15	17_C6	0.3649131617227062
CG14275	pds5	03_J19	17_C6	0.35455665738631975
Caper	PDZ-GEF	07_L2	11_M19	0.5561686594511043
PDZ-GEF	shep	11_M19	18_J11	0.5065698081915017
PDZ-GEF	Unr	11_M19	03_E5	0.4966758600254619
CG8435	pea	19_I13	11_M14	0.5357669012721946
Pdk1	pelo	08_B14	03_C8	0.44714634162721495
mv	pelo	06_J4	03_C8	0.44261498544656347
CG14977	pelo	18_N11	03_C8	0.43983096081326867
pen-2	Tapdelta	14_J4	16_I13	0.3905580248592334
CG3527	pen-2	14_G8	14_J4	0.3854616083058862
CG17078	peng	04_A14	08_B22	0.3640866500393414
Nle	peng	09_N6	08_B22	0.3410718809613983
hpRNA:CR33940	Pen	07_J9	07_H14	0.4073065063423133
Mkp	Pen	14_F22	07_H14	0.4070350817994924
Pep	pic	04_L23	19_P18	0.493637484534042
Pep	Prosalpha4	04_L23	09_K17	0.4818071776955538
CG34316	Pex10	16_D6	14_E10	0.38152458710839926
narya	Pex10	01_M11	14_E10	0.3761053277792179
BoYb	Pex11	10_P23	19_E23	0.44767079601769943
Pex11	Sfp35C	19_E23	19_P21	0.39029160474266805
lace	Pex13	02_M5	14_J5	0.37232695634652285
CG8507	Pex13	04_H19	14_J5	0.36655727926154424
CG13694	Pex13	12_M23	14_J5	0.3642609703877121
CG7579	Pex16	16_A15	06_L3	0.37601326056301565
CR31562	Pex1	03_N2	07_N2	0.3733386776699155
Myo31DF	Pex1	18_K3	07_N2	0.3726516742178328
Pex1	PIG-T	07_N2	14_B22	0.3685132690308013
Pex2	scpr-B	08_O17	08_O16	0.3896108788087902
dpp	Pex2	04_B4	08_O17	0.382187259425773
gry	Pex5	06_J23	18_B8	0.37907003978761616
CG13747	Pex5	06_M24	18_B8	0.3739159336821395
CG31079	Pex5	12_I11	18_B8	0.3447339624473719
mago	Pfdn1	18_C18	02_E22	0.44206821306796973
Axn	Pfdn1	19_B23	02_E22	0.441488305935462
Pfdn1	Shark	02_E22	08_A6	0.4390752998741541
Pfdn4	Rs1	07_B24	13_P16	0.4183070141629161
CG13773	Pfdn4	08_K23	07_B24	0.41002745886565817
Pfdn4	ppan	07_B24	02_O13	0.40172693754390765
Obp19c	Pgam5-2	18_D17	04_D16	0.5944444141973088
Alh	Pgam5	09_M20	17_H23	0.4078402916866561
Nplp4	Pgant2	04_J9	03_A2	0.5123054463601002
Orcokinin	Pgant2	01_B15	03_A2	0.46181186150079956
Pgant2	swi2	03_A2	15_F12	0.45630082374467196
HDAC1	Pgant3	10_J3	01_J20	0.3552836049021778
CG10584	Pgant3	08_B5	01_J20	0.34613814211096694
Pgant3	ttm3	01_J20	01_F16	0.33400679932371735
Pgant5	SmydA-8	03_K14	01_I10	0.34894385861860083
Pgant6	Sec31	15_I17	01_P10	0.3776076223359252
CG42761	Pgant6	01_O20	15_I17	0.3566354172066497
Pgant7	pie	13_O9	13_O10	0.4559325356971217
Ost48	Pgant7	03_C12	13_O9	0.40095203706264443
Pgant7	svr	13_O9	05_E9	0.38932882252012846
Pgant8	Yif1	07_L18	16_C12	0.5482118697618293
ksh	Pgant8	16_G22	07_L18	0.41509381664991746
Pgant9	yellow-f2	16_A8	17_D23	0.4412095945425153
mbm	Pgant9	14_O20	16_A8	0.407817051561238
CG33159	Pgant9	15_N22	16_A8	0.403394692763318
CG15098	PGAP5	05_B5	16_O19	0.4081202932821149
Nepl16	PGAP5	16_P2	16_O19	0.37254717569445706
Adgf-B	PGAP5	16_M23	16_O19	0.3646950384128376
CG10132	pgc	01_H11	18_I10	0.40686989894777237
capt	pgc	14_E24	18_I10	0.37033077571323164
pgc	Uev1A	18_I10	13_J23	0.3699403248248574
dmGlut	Pglym78	11_D19	03_M19	0.3608093637541993
CG17904	Pglym78	03_E23	03_M19	0.3525374966097736
Pgm2a	ssp7	03_O10	04_P5	0.42352180956559166
LKRSDH	Pgm2a	06_H24	03_O10	0.39675974739074316
Pgm2a	vers	03_O10	03_N12	0.3902497835507849
CG1824	PGRP-LB	17_I7	16_A23	0.6793148935354077
CG13484	PGRP-LB	16_P20	16_A23	0.6122528984152902
NijC	PGRP-SA	11_B3	10_F8	0.40482031703510646
PGRP-SA	Sfp23F	10_F8	15_K20	0.4046714467991726
CG15435	PGRP-SB1	15_K18	01_H20	0.34326609707068556
PGRP-SB2	PTPMT1	09_H6	09_I13	0.417180944656295
CG14314	PGRP-SB2	19_D22	09_H6	0.38782504496831083
Nplp4	ph-p	04_J9	07_F14	0.46516820330132536
PH4alphaNE2	scro	14_I16	13_J8	0.3368606995905837
CG18731	PH4alphaNE3	05_N3	05_I10	0.40573133937312145
CG13085	PH4alphaNE3	01_J19	05_I10	0.3864574268950119
PH4alphaNE3	Tsp42Ei	05_I10	07_P7	0.3759494210550178
PH4alphaPV	red	07_N19	12_B2	0.38885772370199395
CG34384	PH4alphaSG1	17_H21	05_P17	0.39693768955417336
CG42762	PH4alphaSG1	16_N19	05_P17	0.3746060314404938
CG15109	PH4alphaSG1	07_B19	05_P17	0.367169166660145
mago	PH4alphaSG2	18_C18	12_G10	0.3472208780578588
CG7324	PH4alphaSG2	07_J18	12_G10	0.3462468522663192
PH4alphaSG2	roq	12_G10	19_B5	0.3364680366642866
ph-p	Phae2	07_F14	02_N19	0.4376860127507205
Phae2	yellow-e	02_N19	06_K14	0.4106113542882235
Phax	Top3beta	10_J17	03_O20	0.36410383102821875
His3.3B	Phax	01_A21	10_J17	0.3622033406963287
ATPsynCF6	Phb2	03_K16	10_J13	0.6222624327175903
CG33051	pHCl-2	10_F18	15_N10	0.42346897885865453
Ndc80	pHCl-2	17_I15	15_N10	0.4043875000256543
PheRS-m	term	03_A10	15_D12	0.40025104139389994
ACC	PheRS-m	16_O5	03_A10	0.39470708364420115
Phf5a	Sf3a2	01_C8	01_E7	0.6309841197541964
Phf5a	Sf3b6	01_C8	18_D8	0.5762700455705757
CG1824	phm	17_I7	16_P18	0.6946357634784476
phol	shrb	09_P15	05_D20	0.49712455337884814
phol	RhoGAPp190	09_P15	16_H2	0.48831028125567916
AMPKalpha	phol	09_L15	09_P15	0.47870049931392644
Or85a	pho	08_F2	08_B2	0.38173433179731764
CG43672	phr6-4	05_K18	17_I16	0.39512938428800026
Exd2	phr6-4	09_D14	17_I16	0.33991229131618084
beat-Ia	phr	16_J13	13_D17	0.38079099113217985
CG34161	phr	16_G16	13_D17	0.37689130648435554
phtf	rush	10_P2	18_G9	0.655691766342587
phtf	shep	10_P2	18_J11	0.6220836577975596
CG4552	phtf	06_O7	10_P2	0.6094808131781853
CG9083	Pi3K59F	03_H8	18_P7	0.5898017350327727
CG7548	Pi3K59F	04_M10	18_P7	0.555670154111636
CG31712	Pi3K59F	14_B12	18_P7	0.5347616302340319
Pi3K68D	rush	06_L11	18_G9	0.6793294949391947
Pi3K92E	Tnpo-SR	13_J3	07_P23	0.4639415528022229
CSN8	Pi3K92E	05_M13	13_J3	0.4130249200586886
Pi3K92E	Sep4	13_J3	07_H22	0.3961875011218664
PI4KIIIalpha	tRNA:Pro-TGG-1-2	15_I19	06_A3	0.3914914858558133
PI4KIIIalpha	Pph13	15_I19	13_G13	0.368252158062153
d4	PI4KIIIalpha	10_H2	15_I19	0.36018912819185167
PAPLA1	PICK1	16_P23	07_P8	0.6218409263238718
CG1824	PICK1	17_I7	07_P8	0.5945132549775172
Nnp-1	pic	17_A12	19_P18	0.49522125585468874
CG31301	Picot	19_H5	16_D10	0.42353395081210415
Gmd	Picot	12_F1	16_D10	0.4028856886602829
CG5910	pie	07_B5	13_O10	0.37653249665509797
Mys45A	Piezo	08_D8	07_E1	0.49164721718862214
CG5114	Piezo	05_K7	07_E1	0.4438223331433821
Eglp3	Piezo	05_F7	07_E1	0.4007447901195546
Piezo	tws	13_C8	18_E7	0.3829655304682822
dj	Piezo	10_A4	13_C8	0.36838322960368675
lncRNA:CR43199	Piezo	18_F17	13_C8	0.36543177838915697
Pif1	RpS20	10_D9	18_J15	0.3790127592924525
Pif1	RnrS	10_D9	07_B12	0.3656024221551295
Pif1	RagA-B	10_D9	18_P15	0.36209936940379306
PIG-A	ssh	06_B4	08_N23	0.4227560066049949
PH4alphaPV	PIG-A	07_N19	06_B4	0.3811852679833925
CG14752	PIG-A	10_I9	06_B4	0.3733085420662033
lectin-37Db	PIG-B	14_J2	12_B21	0.47185533159378734
lsn	PIG-B	12_B19	12_B21	0.3913468592728721
CG32751	PIG-B	11_A19	12_B21	0.37858355322708664
Dcr-2	PIG-F	02_P17	19_E20	0.4341455997266546
PIG-H	puf	04_O14	02_G23	0.35477050979564934
PIG-H	sut1	04_O14	04_O10	0.3521277075573588
l(2)gd1	PIG-K	01_B14	06_N13	0.4079206292875588
PIG-K	Takl1	06_N13	09_F17	0.40041285818180605
Cda9	PIG-L	15_H11	18_B20	0.45463243536513975
CG5174	PIG-L	11_O3	18_B20	0.43196179420538333
PIG-L	Rtnl1	18_B20	05_E5	0.38700083133997265
PIG-M	Rbf2	05_L13	09_M2	0.3674946291446632
CG11357	PIG-M	09_H2	05_L13	0.35891547149147024
CG7372	PIG-M	19_B21	05_L13	0.3567306939269117
CG42361	PIG-M	02_B13	09_N22	0.3970237273916897
CG18599	PIG-M	15_H14	09_N22	0.3580002690790227
CG8950	PIG-M	09_K20	09_N22	0.3507059452146722
PIG-Q	RapGAP1	15_P11	19_A1	0.43169868584659993
CG43292	PIG-T	19_L11	14_B22	0.4271550570494225
CadN	PIG-T	17_M5	14_B22	0.4175953852100078
PIG-U	Smurf	09_M1	13_J19	0.36844279731379115
PIG-U	ppk20	09_M1	17_B10	0.3640165000884204
PIG-Wb	sli	09_I5	10_L10	0.491301691909629
CG42851	PIG-Wb	15_F15	09_I5	0.44050596515810264
PIG-X	zetaTry	03_O19	01_J10	0.538915564133877
CG42367	PIG-X	01_E5	03_O19	0.529945867945391
Mef2	pigs	06_J14	18_E12	0.38417420167481
CG13982	pigs	18_F19	18_E12	0.35819991479661684
p53	pigs	13_N14	18_E12	0.35675775753065614
Pih1D1	Tango14	11_K13	05_O15	0.3943276964268192
Cda5	Pih1D1	19_P5	11_K13	0.3832438216152334
pim	Sse	09_F8	10_G17	0.7236437502048794
pim	thr	09_F8	03_P18	0.7065794068847915
dup	pim	17_E20	09_F8	0.697980500255206
Pink1	tpr	13_O19	04_G10	0.4105812378713133
CG43110	Pink1	19_K2	13_O19	0.3661571396351433
CG5131	Pink1	07_L22	13_O19	0.3583064674270335
CG12375	pins	12_N9	17_G20	0.40848822134753193
pins	unpg	17_G20	17_K7	0.376834977087293
CG15525	pins	01_K11	17_G20	0.3752914977550748
Hip1	PIP4K	17_L17	06_D14	0.6930596381536137
dock	PIP4K	12_N23	06_D14	0.6577855344500501
CG9330	pip	11_H3	09_D19	0.3921096509455944
Lfg	pip	14_E22	09_D19	0.3731160241839842
pirk	rush	15_K8	18_G9	0.7099262604413357
Fur1	pirk	15_O13	15_K8	0.6986579519204777
pirk	Tango14	15_K8	05_O15	0.6656317557436753
Pis	Ubi-p5E	09_I3	03_J16	0.5134484238155891
AlaRS	Pis	14_P14	09_I3	0.36811116007312705
Elo68beta	Pis	16_K10	09_I3	0.3640413890822184
CG10038	pita	16_M10	02_I8	0.4073698636049355
CG6767	pita	17_I13	02_I8	0.39714063594900295
Ns1	pit	01_P22	08_P1	0.6287270709238832
CG33217	pit	01_P15	08_P1	0.6088473234227288
CG13049	Pitslre	16_B8	07_B16	0.42216933407312246
Pitslre	SMC5	07_B16	09_L19	0.36689046806549336
IntS2	piwi	13_K22	15_F24	0.3916239030110728
CG9253	pix	09_N1	08_F23	0.5828056556748364
pix	RpL24-like	08_F23	14_D24	0.5789398805037208
CG13185	pix	09_E15	08_F23	0.5535314937419996
Pka-C1	SNF4Agamma	09_D18	06_M23	0.45888271495544203
Pka-C1	Synd	09_D18	06_F12	0.45841368022861995
PKD	rho-7	16_H4	08_M16	0.4171855192924139
CG43181	PKD	15_E20	16_H4	0.4087186913917539
Br140	Pkn	17_C12	04_H16	0.3773490586348492
Nup93-2	Pkn	07_K3	04_H16	0.3698864727536529
CG15814	Plc21C	09_C5	07_I17	0.36071098014634756
Plc21C	Rb97D	07_I17	04_I21	0.34474175799867496
plum	PpN58A	02_D10	01_F17	0.3967186666994321
CadN	plum	17_M5	02_D10	0.392524987695169
plx	ste24b	08_K5	12_P8	0.372836613706663
Adk3	plx	01_C10	08_K5	0.37236178347646137
pen-2	plx	14_J4	08_K5	0.3668945043538759
PMCA	TH1	07_H24	16_A22	0.5239711679122974
CG15343	PMCA	16_P21	07_H24	0.5059824431048627
CG1824	PMCA	17_I7	07_H24	0.4979351808618925
Cp7Fc	Pms2	16_D17	18_O3	0.36876382445529987
PNPase	Sccpdh2	13_F5	02_G13	0.3806690762548907
CG15480	PNPase	04_M13	13_F5	0.37373284080142616
Gyf	PNPase	16_I21	13_F5	0.3667687627642672
pnt	zfh1	09_J11	19_H8	0.644253211342071
pnt	Prosbeta4	09_J11	13_F7	0.6155440038385177
PNUTS	skd	02_K12	18_A10	0.4164509871214657
kto	PNUTS	18_M17	02_K12	0.41053646411862527
CG40191	PNUTS	14_E15	02_K12	0.380367245220685
nocte	pod1	04_L12	06_N18	0.48407974868355214
CG2691	poe	11_G1	02_G7	0.48278839622849484
cact	poe	10_N7	02_G7	0.4411425865765363
CG32201	Pof	02_P23	05_L16	0.39886227530939755
Pof	whd	05_L16	15_O5	0.397621569360056
ITP	Pof	02_O2	05_L16	0.38190964394596827
hpRNA:CR33940	Pol32	07_J9	05_D2	0.3990779128267968
Cdc27	polo	19_L22	18_O19	0.6032010316917429
polo	Rpn6	18_O19	09_D11	0.580394359016287
Bap170	polybromo	19_J5	08_N15	0.3803215160717088
chic	polybromo	06_P20	08_N15	0.3634395305582613
pont	rept	18_K9	10_L8	0.7093449679196037
Myc	pont	06_J12	18_K9	0.5368946960318433
eIF3h	pont	14_G1	18_K9	0.5307702798326418
CG15152	p	12_N6	02_I15	0.3429338179590906
CG1827	p	03_A9	02_I15	0.34225557520889455
Pop2	Rpn10	07_B8	19_J4	0.6252729569941238
Pop2	Rga	07_B8	07_D16	0.6178996996930574
Porin2	rdo	01_I22	01_J23	0.5009569564522052
Porin2	Prosalpha4T2	01_I22	01_H22	0.4162796255747886
por	sog	03_K18	15_C22	0.43408976007366107
Cpr78Ca	por	02_F11	03_K18	0.39601663077490473
CG2124	por	11_D1	03_K18	0.35579470184803325
POSH	Syt14	07_H20	16_I4	0.43123248870797104
CG11279	POSH	18_F9	07_H20	0.38599800868425765
pot	Spn43Ad	02_F13	05_G12	0.40832609904071
LSm7	pot	15_L2	02_F13	0.3782228014909729
Pof	pot	05_L16	02_F13	0.37821558864061444
Pp1-87B	Rpn9	11_I2	11_G16	0.6433824513785039
Pp1-87B	Rpn10	11_I2	19_J4	0.6343750797375151
Pp1-87B	Prosalpha3	11_I2	10_H3	0.6063870724778524
CanB	Pp1-Y2	12_H19	15_H18	0.36527378336254335
CG3652	Pp1-Y2	14_D19	15_H18	0.36350506713758174
CG9083	Pp1alpha-96A	03_H8	09_L9	0.3995654587618362
hyx	Pp2A-29B	08_P2	06_P4	0.45863918229448836
Desat1	Pp2A-29B	06_I15	06_P4	0.450403109402615
Pp2A-29B	Pten	06_P4	13_H7	0.43360317213876237
Amun	Pp2C1	01_H5	02_L15	0.42979818183722723
CG5214	Pp2C1	11_F3	02_L15	0.404278839930667
APC4	Pp2C1	16_A16	02_L15	0.4009274048367251
CG6937	ppan	03_O5	02_O13	0.6080071177415727
CG7006	ppan	07_D20	02_O13	0.6008878783519345
CG42851	Ppa	15_F15	09_G17	0.41474614565579
CG34045	Ppa	10_M11	09_G17	0.3909900514850595
Pph13	SdhBL	13_G13	13_D8	0.41041109328448205
Phae2	Pph13	02_N19	13_G13	0.40032539246301896
CG11170	Pph13	17_A15	13_G13	0.3844098863175664
cdc14	ppk12	08_D2	06_J10	0.40877386616238615
140up	ppk12	13_H24	06_J10	0.3805231617943783
CG43331	ppk12	13_C12	06_J10	0.3721538115767317
ppk15	Spn77Bc	11_P18	01_J2	0.3673109012842938
CG31079	ppk16	12_I11	19_G1	0.409441348554542
ppk16	RapGAP1	19_G1	19_A1	0.3977853254399609
CG15535	ppk16	16_E23	19_G1	0.394941544223164
Ir47a	ppk20	17_D15	17_B10	0.39354934892983046
Hmgs	ppk22	17_H11	03_D12	0.3721961662533613
Edem2	ppk22	05_E1	03_D12	0.3635397953079879
CG1607	ppk22	17_J7	03_D12	0.35496288910002477
ppk24	PPO3	15_L14	03_J24	0.40069834044086916
Bet5	ppk24	12_H17	15_L14	0.3971538135085276
ppk24	tral	15_L14	13_F1	0.3865839034789952
ppk28	robo1	06_D16	08_A18	0.443992310030923
CG17784	ppk28	04_I6	06_D16	0.4200736454595651
Obp19c	ppk28	18_D17	06_D16	0.4123681735939952
DCTN5-p25	ppk29	17_M1	10_P9	0.43258210983790113
CG11391	ppk3	10_K2	07_N3	0.4078223585930133
PpN58A	TkR86C	01_F17	08_J3	0.47068275749589433
His3:CG33809	Ppn	11_A12	18_D24	0.36186848960107587
Ppn	Sf3b1	18_D24	18_D18	0.361156050616969
gudu	Ppn	15_M7	18_D24	0.3608963758636453
CG1628	PPO1	14_J10	13_G8	0.394830965938689
CG12576	PPO1	05_N22	13_G8	0.3781544754778187
CG4613	PPO1	06_M20	13_G8	0.3630916269432711
CG7739	PPO2	11_E11	02_H4	0.37489428256334023
CG33771	PPO2	18_I4	02_H4	0.3714544866838873
arx	PPO2	03_P23	02_H4	0.3703532089199526
PPO3	Psf3	03_J24	03_L23	0.46479213386034696
Ppox	RhoGAP92B	06_L15	07_I9	0.4250891990993345
Ppox	Ubi-p63E	06_L15	10_B3	0.4227229504452812
Ppox	Sec3	06_L15	01_I11	0.3981974115535672
fzy	PPP1R15	13_P10	05_G7	0.5687891907672971
His2A:CG33829	PPP1R15	13_I3	05_G7	0.5383256171334184
His2A:CG33850	PPP1R15	05_D6	05_G7	0.5022330830694077
pAbp	PPP4R2r	14_I9	11_K22	0.5023552283875969
PPP4R2r	RpL14	11_K22	14_D6	0.48390235192824704
PPP4R2r	RpL18	11_K22	14_J22	0.47533985340132306
